workorderid,productid,orderqty,scrappedqty,startdate,enddate,duedate,scrapreasonid,modifieddate
21897,729,1,0,09/20/12,09/30/12,10/01/12,35,09/30/12
21898,739,1,0,09/20/12,09/30/12,10/01/12,38,09/30/12
21899,742,1,0,09/20/12,09/30/12,10/01/12,110,09/30/12
21900,743,1,0,09/20/12,09/30/12,10/01/12,70,09/30/12
21901,747,1,0,09/20/12,10/01/12,10/01/12,56,10/01/12
21902,748,3,0,09/20/12,10/01/12,10/01/12,75,10/01/12
21903,806,12,0,09/20/12,10/01/12,10/01/12,43,10/01/12
21904,810,7,0,09/20/12,10/01/12,10/01/12,87,10/01/12
21905,811,2,0,09/20/12,10/01/12,10/01/12,34,10/01/12
21906,812,1,0,09/20/12,10/01/12,10/01/12,14,10/01/12
21907,813,2,0,09/20/12,10/01/12,10/01/12,35,10/01/12
21908,816,7,0,09/20/12,10/01/12,10/01/12,93,10/01/12
21909,818,2,0,09/20/12,10/01/12,10/01/12,61,10/01/12
21910,819,1,0,09/20/12,10/01/12,10/01/12,11,10/01/12
21911,820,2,0,09/20/12,10/01/12,10/01/12,100,10/01/12
21912,824,7,0,09/20/12,10/01/12,10/01/12,37,10/01/12
21913,826,2,0,09/20/12,10/01/12,10/01/12,71,10/01/12
21914,827,1,0,09/20/12,10/01/12,10/01/12,68,10/01/12
21915,828,2,0,09/20/12,10/01/12,10/01/12,37,10/01/12
21916,834,1,0,09/20/12,09/30/12,10/01/12,109,09/30/12
21917,838,1,0,09/20/12,09/30/12,10/01/12,85,09/30/12
21918,894,12,0,09/20/12,10/01/12,10/01/12,25,10/01/12
21919,945,12,0,09/20/12,10/01/12,10/01/12,81,10/01/12
21920,950,12,0,09/20/12,10/01/12,10/01/12,42,10/01/12
21921,994,3,0,09/20/12,10/01/12,10/01/12,112,10/01/12
21922,995,7,0,09/20/12,10/01/12,10/01/12,104,10/01/12
21923,996,2,0,09/20/12,10/01/12,10/01/12,116,10/01/12
21924,3,120,0,09/20/12,09/30/12,10/01/12,14,09/30/12
21925,324,24,0,09/20/12,09/30/12,10/01/12,111,09/30/12
21926,327,12,0,09/20/12,09/30/12,10/01/12,111,09/30/12
21927,328,14,0,09/20/12,09/30/12,10/01/12,30,09/30/12
21928,329,10,0,09/20/12,09/30/12,10/01/12,51,09/30/12
21929,398,12,0,09/20/12,09/30/12,10/01/12,80,09/30/12
21930,399,12,0,09/20/12,09/30/12,10/01/12,97,09/30/12
21931,400,4,0,09/20/12,09/30/12,10/01/12,18,09/30/12
21932,401,20,0,09/20/12,09/30/12,10/01/12,73,09/30/12
21933,529,12,0,09/20/12,09/30/12,10/01/12,93,09/30/12
21934,532,48,0,09/20/12,09/30/12,10/01/12,2,09/30/12
21935,533,12,0,09/20/12,09/30/12,10/01/12,41,09/30/12
21936,534,12,0,09/20/12,09/30/12,10/01/12,55,09/30/12
21937,802,2,0,09/20/12,10/01/12,10/01/12,74,10/01/12
21938,803,1,0,09/20/12,10/01/12,10/01/12,63,10/01/12
21939,804,9,0,09/20/12,10/01/12,10/01/12,73,10/01/12
21940,316,24,0,09/20/12,09/30/12,10/01/12,62,09/30/12
21941,331,24,0,09/20/12,09/30/12,10/01/12,43,09/30/12
21942,350,12,0,09/20/12,09/30/12,10/01/12,78,09/30/12
21943,531,12,0,09/20/12,09/30/12,10/01/12,14,09/30/12
21944,760,1,0,09/21/12,10/05/12,10/02/12,85,10/05/12
21945,768,1,0,09/21/12,10/05/12,10/02/12,118,10/05/12
21946,782,1,0,09/21/12,10/05/12,10/02/12,79,10/05/12
21947,792,1,0,09/21/12,10/05/12,10/02/12,50,10/05/12
21948,793,1,0,09/21/12,10/05/12,10/02/12,21,10/05/12
21949,794,1,0,09/21/12,10/05/12,10/02/12,105,10/05/12
21950,796,1,0,09/21/12,10/05/12,10/02/12,29,10/05/12
21951,798,2,0,09/21/12,10/05/12,10/02/12,25,10/05/12
21952,516,1,0,09/21/12,10/05/12,10/02/12,44,10/05/12
21953,517,2,0,09/21/12,10/05/12,10/02/12,42,10/05/12
21954,518,2,0,09/21/12,10/05/12,10/02/12,5,10/05/12
21955,519,4,0,09/21/12,10/05/12,10/02/12,55,10/05/12
21956,680,1,0,09/21/12,10/01/12,10/02/12,115,10/01/12
21957,706,1,0,09/21/12,10/01/12,10/02/12,118,10/01/12
21958,729,1,0,09/21/12,10/01/12,10/02/12,100,10/01/12
21959,736,1,0,09/21/12,10/01/12,10/02/12,11,10/01/12
21960,747,1,0,09/21/12,10/05/12,10/02/12,78,10/05/12
21961,806,9,0,09/21/12,10/05/12,10/02/12,114,10/05/12
21962,810,1,0,09/21/12,10/05/12,10/02/12,47,10/05/12
21963,811,2,0,09/21/12,10/05/12,10/02/12,5,10/05/12
21964,812,2,0,09/21/12,10/05/12,10/02/12,96,10/05/12
21965,813,4,0,09/21/12,10/05/12,10/02/12,71,10/05/12
21966,816,1,0,09/21/12,10/05/12,10/02/12,28,10/05/12
21967,818,2,0,09/21/12,10/05/12,10/02/12,21,10/05/12
21968,819,2,0,09/21/12,10/05/12,10/02/12,99,10/05/12
21969,820,4,0,09/21/12,10/05/12,10/02/12,108,10/05/12
21970,824,1,0,09/21/12,10/05/12,10/02/12,57,10/05/12
21971,826,2,0,09/21/12,10/05/12,10/02/12,75,10/05/12
21972,827,2,0,09/21/12,10/05/12,10/02/12,95,10/05/12
21973,828,4,0,09/21/12,10/05/12,10/02/12,28,10/05/12
21974,833,2,0,09/21/12,10/01/12,10/02/12,111,10/01/12
21975,838,1,0,09/21/12,10/01/12,10/02/12,38,10/01/12
21976,839,1,0,09/21/12,10/01/12,10/02/12,67,10/01/12
21977,894,9,0,09/21/12,10/05/12,10/02/12,7,10/05/12
21978,945,9,0,09/21/12,10/05/12,10/02/12,87,10/05/12
21979,950,9,0,09/21/12,10/05/12,10/02/12,43,10/05/12
21980,994,4,0,09/21/12,10/05/12,10/02/12,90,10/05/12
21981,995,1,0,09/21/12,10/05/12,10/02/12,29,10/05/12
21982,996,4,0,09/21/12,10/05/12,10/02/12,114,10/05/12
21983,3,90,0,09/21/12,10/01/12,10/02/12,36,10/01/12
21984,324,18,0,09/21/12,10/01/12,10/02/12,83,10/01/12
21985,327,9,0,09/21/12,10/01/12,10/02/12,41,10/01/12
21986,328,2,0,09/21/12,10/01/12,10/02/12,63,10/01/12
21987,329,16,0,09/21/12,10/01/12,10/02/12,67,10/01/12
21988,398,9,0,09/21/12,10/01/12,10/02/12,88,10/01/12
21989,399,9,0,09/21/12,10/01/12,10/02/12,5,10/01/12
21990,400,4,0,09/21/12,10/01/12,10/02/12,108,10/01/12
21991,401,14,0,09/21/12,10/01/12,10/02/12,28,10/01/12
21992,529,9,0,09/21/12,10/01/12,10/02/12,112,10/01/12
21993,532,36,0,09/21/12,10/01/12,10/02/12,59,10/01/12
21994,533,9,0,09/21/12,10/01/12,10/02/12,120,10/01/12
21995,534,9,0,09/21/12,10/01/12,10/02/12,44,10/01/12
21996,802,2,0,09/21/12,10/05/12,10/02/12,73,10/05/12
21997,803,2,0,09/21/12,10/05/12,10/02/12,41,10/05/12
21998,804,5,0,09/21/12,10/05/12,10/02/12,108,10/05/12
21999,316,18,0,09/21/12,10/01/12,10/02/12,51,10/01/12
22000,331,18,0,09/21/12,10/01/12,10/02/12,111,10/01/12
22001,350,9,0,09/21/12,10/01/12,10/02/12,73,10/01/12
22002,531,9,0,09/21/12,10/01/12,10/02/12,116,10/01/12
22003,779,1,0,09/22/12,10/03/12,10/03/12,43,10/03/12
22004,780,1,0,09/22/12,10/03/12,10/03/12,104,10/03/12
22005,781,1,0,09/22/12,10/03/12,10/03/12,107,10/03/12
22006,782,1,0,09/22/12,10/03/12,10/03/12,79,10/03/12
22007,783,1,0,09/22/12,10/03/12,10/03/12,60,10/03/12
22008,791,1,0,09/22/12,10/03/12,10/03/12,52,10/03/12
22009,794,1,0,09/22/12,10/03/12,10/03/12,20,10/03/12
22010,796,1,0,09/22/12,10/03/12,10/03/12,13,10/03/12
22011,799,1,0,09/22/12,10/03/12,10/03/12,116,10/03/12
22012,800,1,0,09/22/12,10/03/12,10/03/12,99,10/03/12
22013,516,5,0,09/22/12,10/03/12,10/03/12,102,10/03/12
22014,518,2,0,09/22/12,10/03/12,10/03/12,65,10/03/12
22015,519,3,0,09/22/12,10/03/12,10/03/12,18,10/03/12
22016,680,1,0,09/22/12,10/02/12,10/03/12,26,10/02/12
22017,720,1,0,09/22/12,10/02/12,10/03/12,42,10/02/12
22018,739,1,0,09/22/12,10/02/12,10/03/12,42,10/02/12
22019,742,1,0,09/22/12,10/02/12,10/03/12,58,10/02/12
22020,743,1,0,09/22/12,10/02/12,10/03/12,33,10/02/12
22021,747,1,0,09/22/12,10/03/12,10/03/12,119,10/03/12
22022,748,1,0,09/22/12,10/03/12,10/03/12,101,10/03/12
22023,806,10,0,09/22/12,10/03/12,10/03/12,47,10/03/12
22024,810,5,0,09/22/12,10/03/12,10/03/12,2,10/03/12
22025,812,2,0,09/22/12,10/03/12,10/03/12,20,10/03/12
22026,813,3,0,09/22/12,10/03/12,10/03/12,94,10/03/12
22027,816,5,0,09/22/12,10/03/12,10/03/12,87,10/03/12
22028,819,2,0,09/22/12,10/03/12,10/03/12,84,10/03/12
22029,820,3,0,09/22/12,10/03/12,10/03/12,60,10/03/12
22030,824,5,0,09/22/12,10/03/12,10/03/12,52,10/03/12
22031,827,2,0,09/22/12,10/03/12,10/03/12,111,10/03/12
22032,828,3,0,09/22/12,10/03/12,10/03/12,45,10/03/12
22033,834,1,0,09/22/12,10/02/12,10/03/12,61,10/02/12
22034,835,1,0,09/22/12,10/02/12,10/03/12,115,10/02/12
22035,839,1,0,09/22/12,10/02/12,10/03/12,43,10/02/12
22036,894,10,0,09/22/12,10/03/12,10/03/12,73,10/03/12
22037,945,10,0,09/22/12,10/03/12,10/03/12,22,10/03/12
22038,950,10,0,09/22/12,10/03/12,10/03/12,38,10/03/12
22039,994,2,0,09/22/12,10/03/12,10/03/12,119,10/03/12
22040,995,5,0,09/22/12,10/03/12,10/03/12,28,10/03/12
22041,996,3,0,09/22/12,10/03/12,10/03/12,2,10/03/12
22042,3,100,0,09/22/12,10/02/12,10/03/12,68,10/02/12
22043,324,20,0,09/22/12,10/02/12,10/03/12,104,10/02/12
22044,327,10,0,09/22/12,10/02/12,10/03/12,113,10/02/12
22045,328,10,0,09/22/12,10/02/12,10/03/12,3,10/02/12
22046,329,10,0,09/22/12,10/02/12,10/03/12,44,10/02/12
22047,398,10,0,09/22/12,10/02/12,10/03/12,100,10/02/12
22048,399,10,0,09/22/12,10/02/12,10/03/12,23,10/02/12
22049,401,20,0,09/22/12,10/02/12,10/03/12,80,10/02/12
22050,529,10,0,09/22/12,10/02/12,10/03/12,117,10/02/12
22051,532,40,0,09/22/12,10/02/12,10/03/12,75,10/02/12
22052,533,10,0,09/22/12,10/02/12,10/03/12,68,10/02/12
22053,534,10,0,09/22/12,10/02/12,10/03/12,109,10/02/12
22054,803,2,0,09/22/12,10/03/12,10/03/12,59,10/03/12
22055,804,8,0,09/22/12,10/03/12,10/03/12,20,10/03/12
22056,316,20,0,09/22/12,10/02/12,10/03/12,115,10/02/12
22057,331,20,0,09/22/12,10/02/12,10/03/12,40,10/02/12
22058,350,10,0,09/22/12,10/02/12,10/03/12,83,10/02/12
22059,531,10,0,09/22/12,10/02/12,10/03/12,59,10/02/12
22060,765,1,0,09/23/12,10/09/12,10/04/12,114,10/09/12
22061,782,1,0,09/23/12,10/09/12,10/04/12,8,10/09/12
22062,791,1,0,09/23/12,10/09/12,10/04/12,79,10/09/12
22063,792,1,0,09/23/12,10/09/12,10/04/12,102,10/09/12
22064,793,1,0,09/23/12,10/09/12,10/04/12,99,10/09/12
22065,795,1,0,09/23/12,10/09/12,10/04/12,58,10/09/12
22066,801,1,0,09/23/12,10/09/12,10/04/12,41,10/09/12
22067,516,1,0,09/23/12,10/09/12,10/04/12,44,10/09/12
22068,517,1,0,09/23/12,10/09/12,10/04/12,46,10/09/12
22069,518,1,0,09/23/12,10/09/12,10/04/12,25,10/09/12
22070,519,4,0,09/23/12,10/09/12,10/04/12,97,10/09/12
22071,706,1,0,09/23/12,10/03/12,10/04/12,14,10/03/12
22072,720,1,0,09/23/12,10/03/12,10/04/12,93,10/03/12
22073,722,1,0,09/23/12,10/03/12,10/04/12,55,10/03/12
22074,747,1,0,09/23/12,10/09/12,10/04/12,0,10/09/12
22075,806,7,0,09/23/12,10/09/12,10/04/12,63,10/09/12
22076,810,1,0,09/23/12,10/09/12,10/04/12,114,10/09/12
22077,811,1,0,09/23/12,10/09/12,10/04/12,16,10/09/12
22078,812,1,0,09/23/12,10/09/12,10/04/12,102,10/09/12
22079,813,4,0,09/23/12,10/09/12,10/04/12,6,10/09/12
22080,816,1,0,09/23/12,10/09/12,10/04/12,85,10/09/12
22081,818,1,0,09/23/12,10/09/12,10/04/12,64,10/09/12
22082,819,1,0,09/23/12,10/09/12,10/04/12,5,10/09/12
22083,820,4,0,09/23/12,10/09/12,10/04/12,84,10/09/12
22084,824,1,0,09/23/12,10/09/12,10/04/12,49,10/09/12
22085,826,1,0,09/23/12,10/09/12,10/04/12,55,10/09/12
22086,827,1,0,09/23/12,10/09/12,10/04/12,112,10/09/12
22087,828,4,0,09/23/12,10/09/12,10/04/12,82,10/09/12
22088,836,1,0,09/23/12,10/03/12,10/04/12,77,10/03/12
22089,838,1,0,09/23/12,10/03/12,10/04/12,56,10/03/12
22090,840,1,0,09/23/12,10/03/12,10/04/12,18,10/03/12
22091,894,7,0,09/23/12,10/09/12,10/04/12,68,10/09/12
22092,945,7,0,09/23/12,10/09/12,10/04/12,95,10/09/12
22093,950,7,0,09/23/12,10/09/12,10/04/12,92,10/09/12
22094,994,2,0,09/23/12,10/09/12,10/04/12,5,10/09/12
22095,995,1,0,09/23/12,10/09/12,10/04/12,21,10/09/12
22096,996,4,0,09/23/12,10/09/12,10/04/12,59,10/09/12
22097,3,70,0,09/23/12,10/03/12,10/04/12,43,10/03/12
22098,324,14,0,09/23/12,10/03/12,10/04/12,92,10/03/12
22099,327,7,0,09/23/12,10/03/12,10/04/12,0,10/03/12
22100,328,2,0,09/23/12,10/03/12,10/04/12,29,10/03/12
22101,329,12,0,09/23/12,10/03/12,10/04/12,19,10/03/12
22102,398,7,0,09/23/12,10/03/12,10/04/12,78,10/03/12
22103,399,7,0,09/23/12,10/03/12,10/04/12,0,10/03/12
22104,400,2,0,09/23/12,10/03/12,10/04/12,3,10/03/12
22105,401,12,0,09/23/12,10/03/12,10/04/12,49,10/03/12
22106,529,7,0,09/23/12,10/03/12,10/04/12,73,10/03/12
22107,532,28,0,09/23/12,10/03/12,10/04/12,71,10/03/12
22108,533,7,0,09/23/12,10/03/12,10/04/12,95,10/03/12
22109,534,7,0,09/23/12,10/03/12,10/04/12,32,10/03/12
22110,802,1,0,09/23/12,10/09/12,10/04/12,37,10/09/12
22111,803,1,0,09/23/12,10/09/12,10/04/12,77,10/09/12
22112,804,5,0,09/23/12,10/09/12,10/04/12,29,10/09/12
22113,316,14,0,09/23/12,10/03/12,10/04/12,117,10/03/12
22114,331,14,0,09/23/12,10/03/12,10/04/12,26,10/03/12
22115,350,7,0,09/23/12,10/03/12,10/04/12,8,10/03/12
22116,531,7,0,09/23/12,10/03/12,10/04/12,41,10/03/12
22117,760,1,0,09/24/12,10/05/12,10/05/12,19,10/05/12
22118,780,1,0,09/24/12,10/05/12,10/05/12,61,10/05/12
22119,782,1,0,09/24/12,10/05/12,10/05/12,83,10/05/12
22120,783,1,0,09/24/12,10/05/12,10/05/12,28,10/05/12
22121,784,1,0,09/24/12,10/05/12,10/05/12,76,10/05/12
22122,795,1,0,09/24/12,10/05/12,10/05/12,62,10/05/12
22123,801,1,0,09/24/12,10/05/12,10/05/12,63,10/05/12
22124,516,4,0,09/24/12,10/05/12,10/05/12,103,10/05/12
22125,517,1,0,09/24/12,10/05/12,10/05/12,87,10/05/12
22126,518,1,0,09/24/12,10/05/12,10/05/12,29,10/05/12
22127,519,1,0,09/24/12,10/05/12,10/05/12,56,10/05/12
22128,729,1,0,09/24/12,10/04/12,10/05/12,74,10/04/12
22129,739,1,0,09/24/12,10/04/12,10/05/12,96,10/04/12
22130,743,1,0,09/24/12,10/04/12,10/05/12,91,10/04/12
22131,746,1,0,09/24/12,10/04/12,10/05/12,21,10/04/12
22132,747,1,0,09/24/12,10/05/12,10/05/12,8,10/05/12
22133,806,7,0,09/24/12,10/05/12,10/05/12,80,10/05/12
22134,810,4,0,09/24/12,10/05/12,10/05/12,105,10/05/12
22135,811,1,0,09/24/12,10/05/12,10/05/12,106,10/05/12
22136,812,1,0,09/24/12,10/05/12,10/05/12,50,10/05/12
22137,813,1,0,09/24/12,10/05/12,10/05/12,0,10/05/12
22138,816,4,0,09/24/12,10/05/12,10/05/12,0,10/05/12
22139,818,1,0,09/24/12,10/05/12,10/05/12,10,10/05/12
22140,819,1,0,09/24/12,10/05/12,10/05/12,94,10/05/12
22141,820,1,0,09/24/12,10/05/12,10/05/12,76,10/05/12
22142,824,4,0,09/24/12,10/05/12,10/05/12,15,10/05/12
22143,826,1,0,09/24/12,10/05/12,10/05/12,13,10/05/12
22144,827,1,0,09/24/12,10/05/12,10/05/12,60,10/05/12
22145,828,1,0,09/24/12,10/05/12,10/05/12,110,10/05/12
22146,836,1,0,09/24/12,10/04/12,10/05/12,96,10/04/12
22147,840,1,0,09/24/12,10/04/12,10/05/12,44,10/04/12
22148,894,7,0,09/24/12,10/05/12,10/05/12,12,10/05/12
22149,945,7,0,09/24/12,10/05/12,10/05/12,8,10/05/12
22150,950,7,0,09/24/12,10/05/12,10/05/12,57,10/05/12
22151,994,2,0,09/24/12,10/05/12,10/05/12,25,10/05/12
22152,995,4,0,09/24/12,10/05/12,10/05/12,30,10/05/12
22153,996,1,0,09/24/12,10/05/12,10/05/12,51,10/05/12
22154,3,70,0,09/24/12,10/04/12,10/05/12,74,10/04/12
22155,324,14,0,09/24/12,10/04/12,10/05/12,103,10/04/12
22156,327,7,0,09/24/12,10/04/12,10/05/12,25,10/04/12
22157,328,8,0,09/24/12,10/04/12,10/05/12,61,10/04/12
22158,329,6,0,09/24/12,10/04/12,10/05/12,15,10/04/12
22159,398,7,0,09/24/12,10/04/12,10/05/12,21,10/04/12
22160,399,7,0,09/24/12,10/04/12,10/05/12,70,10/04/12
22161,400,2,0,09/24/12,10/04/12,10/05/12,2,10/04/12
22162,401,12,0,09/24/12,10/04/12,10/05/12,16,10/04/12
22163,529,7,0,09/24/12,10/04/12,10/05/12,9,10/04/12
22164,532,28,0,09/24/12,10/04/12,10/05/12,19,10/04/12
22165,533,7,0,09/24/12,10/04/12,10/05/12,39,10/04/12
22166,534,7,0,09/24/12,10/04/12,10/05/12,30,10/04/12
22167,802,1,0,09/24/12,10/05/12,10/05/12,118,10/05/12
22168,803,1,0,09/24/12,10/05/12,10/05/12,27,10/05/12
22169,804,5,0,09/24/12,10/05/12,10/05/12,30,10/05/12
22170,316,14,0,09/24/12,10/04/12,10/05/12,116,10/04/12
22171,331,14,0,09/24/12,10/04/12,10/05/12,120,10/04/12
22172,350,7,0,09/24/12,10/04/12,10/05/12,46,10/04/12
22173,531,7,0,09/24/12,10/04/12,10/05/12,110,10/04/12
22174,768,1,0,09/25/12,10/13/12,10/06/12,94,10/13/12
22175,779,1,0,09/25/12,10/13/12,10/06/12,56,10/13/12
22176,781,1,0,09/25/12,10/13/12,10/06/12,73,10/13/12
22177,782,1,0,09/25/12,10/13/12,10/06/12,116,10/13/12
22178,784,1,0,09/25/12,10/13/12,10/06/12,118,10/13/12
22179,789,1,0,09/25/12,10/13/12,10/06/12,37,10/13/12
22180,790,1,0,09/25/12,10/13/12,10/06/12,102,10/13/12
22181,793,1,0,09/25/12,10/13/12,10/06/12,38,10/13/12
22182,795,1,0,09/25/12,10/13/12,10/06/12,107,10/13/12
22183,516,4,0,09/25/12,10/13/12,10/06/12,14,10/13/12
22184,517,1,0,09/25/12,10/13/12,10/06/12,46,10/13/12
22185,519,4,0,09/25/12,10/13/12,10/06/12,26,10/13/12
22186,718,1,0,09/25/12,10/05/12,10/06/12,33,10/05/12
22187,719,1,0,09/25/12,10/05/12,10/06/12,103,10/05/12
22188,736,1,0,09/25/12,10/05/12,10/06/12,42,10/05/12
22189,742,1,0,09/25/12,10/05/12,10/06/12,56,10/05/12
22190,746,1,0,09/25/12,10/05/12,10/06/12,43,10/05/12
22191,747,1,0,09/25/12,10/13/12,10/06/12,95,10/13/12
22192,748,1,0,09/25/12,10/13/12,10/06/12,25,10/13/12
22193,806,9,0,09/25/12,10/13/12,10/06/12,118,10/13/12
22194,810,4,0,09/25/12,10/13/12,10/06/12,4,10/13/12
22195,811,1,0,09/25/12,10/13/12,10/06/12,73,10/13/12
22196,813,4,0,09/25/12,10/13/12,10/06/12,116,10/13/12
22197,816,4,0,09/25/12,10/13/12,10/06/12,27,10/13/12
22198,818,1,0,09/25/12,10/13/12,10/06/12,57,10/13/12
22199,820,4,0,09/25/12,10/13/12,10/06/12,76,10/13/12
22200,824,4,0,09/25/12,10/13/12,10/06/12,101,10/13/12
22201,826,1,0,09/25/12,10/13/12,10/06/12,95,10/13/12
22202,828,4,0,09/25/12,10/13/12,10/06/12,72,10/13/12
22203,838,1,0,09/25/12,10/05/12,10/06/12,60,10/05/12
22204,840,1,0,09/25/12,10/05/12,10/06/12,54,10/05/12
22205,894,9,0,09/25/12,10/13/12,10/06/12,97,10/13/12
22206,945,9,0,09/25/12,10/13/12,10/06/12,9,10/13/12
22207,950,9,0,09/25/12,10/13/12,10/06/12,59,10/13/12
22208,994,1,0,09/25/12,10/13/12,10/06/12,104,10/13/12
22209,995,4,0,09/25/12,10/13/12,10/06/12,112,10/13/12
22210,996,4,0,09/25/12,10/13/12,10/06/12,4,10/13/12
22211,3,90,0,09/25/12,10/05/12,10/06/12,53,10/05/12
22212,324,18,0,09/25/12,10/05/12,10/06/12,49,10/05/12
22213,327,9,0,09/25/12,10/05/12,10/06/12,47,10/05/12
22214,328,8,0,09/25/12,10/05/12,10/06/12,31,10/05/12
22215,329,10,0,09/25/12,10/05/12,10/06/12,64,10/05/12
22216,398,9,0,09/25/12,10/05/12,10/06/12,71,10/05/12
22217,399,9,0,09/25/12,10/05/12,10/06/12,0,10/05/12
22218,400,2,0,09/25/12,10/05/12,10/06/12,62,10/05/12
22219,401,16,0,09/25/12,10/05/12,10/06/12,99,10/05/12
22220,529,9,0,09/25/12,10/05/12,10/06/12,105,10/05/12
22221,532,36,0,09/25/12,10/05/12,10/06/12,114,10/05/12
22222,533,9,0,09/25/12,10/05/12,10/06/12,61,10/05/12
22223,534,9,0,09/25/12,10/05/12,10/06/12,96,10/05/12
22224,802,1,0,09/25/12,10/13/12,10/06/12,29,10/13/12
22225,804,8,0,09/25/12,10/13/12,10/06/12,20,10/13/12
22226,316,18,0,09/25/12,10/05/12,10/06/12,73,10/05/12
22227,331,18,0,09/25/12,10/05/12,10/06/12,42,10/05/12
22228,350,9,0,09/25/12,10/05/12,10/06/12,99,10/05/12
22229,531,9,0,09/25/12,10/05/12,10/06/12,33,10/05/12
22230,766,1,0,09/26/12,10/07/12,10/07/12,65,10/07/12
22231,782,1,0,09/26/12,10/07/12,10/07/12,54,10/07/12
22232,783,2,0,09/26/12,10/07/12,10/07/12,6,10/07/12
22233,784,1,0,09/26/12,10/07/12,10/07/12,24,10/07/12
22234,789,1,0,09/26/12,10/07/12,10/07/12,80,10/07/12
22235,798,1,0,09/26/12,10/07/12,10/07/12,106,10/07/12
22236,516,4,0,09/26/12,10/07/12,10/07/12,48,10/07/12
22237,517,1,0,09/26/12,10/07/12,10/07/12,17,10/07/12
22238,518,1,0,09/26/12,10/07/12,10/07/12,49,10/07/12
22239,519,1,0,09/26/12,10/07/12,10/07/12,116,10/07/12
22240,718,1,0,09/26/12,10/06/12,10/07/12,17,10/06/12
22241,723,1,0,09/26/12,10/06/12,10/07/12,60,10/06/12
22242,743,2,0,09/26/12,10/06/12,10/07/12,73,10/06/12
22243,746,1,0,09/26/12,10/06/12,10/07/12,15,10/06/12
22244,747,1,0,09/26/12,10/07/12,10/07/12,13,10/07/12
22245,806,7,0,09/26/12,10/07/12,10/07/12,44,10/07/12
22246,810,4,0,09/26/12,10/07/12,10/07/12,115,10/07/12
22247,811,1,0,09/26/12,10/07/12,10/07/12,26,10/07/12
22248,812,1,0,09/26/12,10/07/12,10/07/12,100,10/07/12
22249,813,1,0,09/26/12,10/07/12,10/07/12,84,10/07/12
22250,816,4,0,09/26/12,10/07/12,10/07/12,101,10/07/12
22251,818,1,0,09/26/12,10/07/12,10/07/12,70,10/07/12
22252,819,1,0,09/26/12,10/07/12,10/07/12,64,10/07/12
22253,820,1,0,09/26/12,10/07/12,10/07/12,67,10/07/12
22254,824,4,0,09/26/12,10/07/12,10/07/12,11,10/07/12
22255,826,1,0,09/26/12,10/07/12,10/07/12,11,10/07/12
22256,827,1,0,09/26/12,10/07/12,10/07/12,42,10/07/12
22257,828,1,0,09/26/12,10/07/12,10/07/12,26,10/07/12
22258,833,1,0,09/26/12,10/06/12,10/07/12,71,10/06/12
22259,894,7,0,09/26/12,10/07/12,10/07/12,113,10/07/12
22260,945,7,0,09/26/12,10/07/12,10/07/12,8,10/07/12
22261,950,7,0,09/26/12,10/07/12,10/07/12,19,10/07/12
22262,994,2,0,09/26/12,10/07/12,10/07/12,116,10/07/12
22263,995,4,0,09/26/12,10/07/12,10/07/12,107,10/07/12
22264,996,1,0,09/26/12,10/07/12,10/07/12,113,10/07/12
22265,3,70,0,09/26/12,10/06/12,10/07/12,87,10/06/12
22266,324,14,0,09/26/12,10/06/12,10/07/12,34,10/06/12
22267,327,7,0,09/26/12,10/06/12,10/07/12,78,10/06/12
22268,328,8,0,09/26/12,10/06/12,10/07/12,10,10/06/12
22269,329,6,0,09/26/12,10/06/12,10/07/12,29,10/06/12
22270,398,7,0,09/26/12,10/06/12,10/07/12,15,10/06/12
22271,399,7,0,09/26/12,10/06/12,10/07/12,18,10/06/12
22272,400,2,0,09/26/12,10/06/12,10/07/12,14,10/06/12
22273,401,12,0,09/26/12,10/06/12,10/07/12,29,10/06/12
22274,529,7,0,09/26/12,10/06/12,10/07/12,44,10/06/12
22275,532,28,0,09/26/12,10/06/12,10/07/12,0,10/06/12
22276,533,7,0,09/26/12,10/06/12,10/07/12,36,10/06/12
22277,534,7,0,09/26/12,10/06/12,10/07/12,44,10/06/12
22278,802,1,0,09/26/12,10/07/12,10/07/12,58,10/07/12
22279,803,1,0,09/26/12,10/07/12,10/07/12,63,10/07/12
22280,804,5,0,09/26/12,10/07/12,10/07/12,48,10/07/12
22281,316,14,0,09/26/12,10/06/12,10/07/12,45,10/06/12
22282,331,14,0,09/26/12,10/06/12,10/07/12,45,10/06/12
22283,350,7,0,09/26/12,10/06/12,10/07/12,53,10/06/12
22284,531,7,0,09/26/12,10/06/12,10/07/12,69,10/06/12
22285,764,1,0,09/27/12,10/17/12,10/08/12,43,10/17/12
22286,782,2,0,09/27/12,10/17/12,10/08/12,37,10/17/12
22287,783,1,0,09/27/12,10/17/12,10/08/12,85,10/17/12
22288,795,1,0,09/27/12,10/17/12,10/08/12,87,10/17/12
22289,796,2,0,09/27/12,10/17/12,10/08/12,27,10/17/12
22290,797,1,0,09/27/12,10/17/12,10/08/12,62,10/17/12
22291,799,1,0,09/27/12,10/17/12,10/08/12,72,10/17/12
22292,516,3,0,09/27/12,10/17/12,10/08/12,55,10/17/12
22293,517,1,0,09/27/12,10/17/12,10/08/12,6,10/17/12
22294,518,2,0,09/27/12,10/17/12,10/08/12,28,10/17/12
