host_is_superhost,host_has_profile_pic,host_identity_verified,neighbourhood_group_cleansed,zipcode,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price
0,1,1,University District,98105,Apartment,Entire home/apt,2,1.0,1,1,70.00
0,1,1,University District,98105,Apartment,Entire home/apt,3,1.0,1,2,85.00
0,1,1,University District,98105,Apartment,Entire home/apt,4,1.0,0,2,110.00
0,1,1,University District,98105,Apartment,Private room,1,1.0,1,1,53.00
0,1,1,University District,98105,House,Private room,2,1.0,1,1,75.00
0,1,1,University District,98105,House,Entire home/apt,6,1.0,2,2,125.00
0,1,1,University District,98105,Apartment,Entire home/apt,2,1.0,0,1,90.00
0,1,1,University District,98105,Apartment,Entire home/apt,2,1.0,1,1,85.00
0,1,1,University District,98105,Apartment,Entire home/apt,3,1.0,1,1,85.00
0,1,1,University District,98105,Apartment,Entire home/apt,2,1.0,0,1,88.00
0,1,1,University District,98105,Apartment,Entire home/apt,4,1.0,1,2,92.00
0,1,1,University District,98105,Apartment,Private room,1,1.0,1,1,28.00
0,1,0,University District,98105,Apartment,Entire home/apt,2,1.0,0,1,70.00
1,1,1,University District,98105,House,Private room,2,1.0,1,1,78.00
0,1,1,University District,98105,House,Private room,1,1.0,1,1,30.00
0,1,1,University District,98105,Apartment,Entire home/apt,4,1.0,0,2,93.00
0,1,0,University District,98105,Apartment,Private room,1,1.0,1,1,65.00
0,1,1,University District,98105,Condominium,Private room,1,1.0,1,1,120.00
0,1,0,University District,98105,House,Private room,2,1.0,1,1,40.00
0,1,0,University District,98105,House,Private room,2,1.0,1,1,43.00
1,1,1,University District,98105,House,Private room,2,1.0,1,1,70.00
0,1,1,University District,98105,Apartment,Entire home/apt,3,1.0,1,2,90.00
0,1,1,University District,98105,Apartment,Entire home/apt,3,1.0,0,2,90.00
0,1,0,University District,98105,Apartment,Entire home/apt,2,1.0,1,1,85.00
0,1,0,University District,98105,Apartment,Entire home/apt,3,1.0,1,2,115.00
0,1,1,University District,98105,Apartment,Entire home/apt,4,1.0,1,1,89.00
0,1,1,University District,98105,Apartment,Entire home/apt,2,1.0,2,2,185.00
0,1,1,University District,98105,Apartment,Entire home/apt,2,1.0,0,2,85.00
0,0,0,University District,98105,Apartment,Entire home/apt,2,1.0,1,1,135.00
0,1,1,University District,98105,Apartment,Entire home/apt,3,1.0,1,1,95.00
0,1,0,University District,98105,Apartment,Entire home/apt,8,1.0,4,4,306.00
0,1,0,University District,98105,House,Shared room,4,1.5,1,2,29.00
0,1,0,University District,98105,House,Private room,2,1.0,1,1,47.00
0,1,1,University District,98105,House,Shared room,1,1.0,1,1,50.00
0,1,1,University District,98105,Apartment,Entire home/apt,4,1.0,1,2,105.00
0,1,1,University District,98105,Apartment,Entire home/apt,2,1.0,1,1,83.00
0,1,1,University District,98105,House,Private room,2,1.0,1,1,73.00
0,1,1,University District,98105,Townhouse,Entire home/apt,4,2.5,2,2,92.00
0,1,1,University District,98105,Apartment,Private room,1,0.5,1,1,69.00
1,1,1,University District,98105,Apartment,Shared room,2,1.0,1,1,59.00
0,1,1,University District,98105,Apartment,Entire home/apt,6,2.0,2,2,145.00
0,1,1,University District,98105,Apartment,Entire home/apt,4,1.0,1,2,95.00
0,1,0,University District,98105,Apartment,Entire home/apt,6,2.0,2,2,150.00
0,1,1,University District,98105,Apartment,Entire home/apt,4,1.0,2,2,85.00
0,1,1,University District,98105,Apartment,Entire home/apt,2,1.0,0,1,98.00
0,1,1,University District,98105,Apartment,Entire home/apt,4,1.0,1,4,110.00
0,1,1,University District,98105,House,Shared room,1,1.0,1,1,42.00
0,1,1,University District,98105,Apartment,Entire home/apt,3,1.0,1,1,95.00
0,1,1,University District,98105,House,Shared room,1,1.0,1,1,42.00
0,1,1,University District,98115,House,Entire home/apt,5,2.0,3,3,250.00
0,1,1,University District,98105,House,Shared room,1,1.0,1,1,42.00
0,1,1,University District,98105,Apartment,Private room,2,1.0,1,1,40.00
0,1,0,University District,98105,Apartment,Entire home/apt,4,1.0,2,3,80.00
0,1,1,University District,98105,Townhouse,Shared room,2,1.5,1,2,40.00
0,1,0,University District,98105,House,Entire home/apt,6,1.0,2,3,275.00
0,1,0,University District,98105,Apartment,Entire home/apt,1,1.0,0,1,47.00
0,1,1,University District,98105,Apartment,Shared room,2,1.0,1,2,118.00
0,1,1,University District,98105,Apartment,Entire home/apt,3,1.0,1,1,105.00
0,1,0,University District,98105,Apartment,Entire home/apt,6,2.0,2,3,150.00
0,1,1,University District,98105,House,Entire home/apt,5,1.5,3,2,250.00
1,1,1,Central Area,98112,House,Private room,2,1.0,1,1,88.00
0,1,1,Central Area,98112,House,Private room,2,1.0,1,1,139.00
0,1,1,Central Area,98112,Apartment,Entire home/apt,4,1.0,2,2,128.00
0,1,1,Central Area,98112,Apartment,Entire home/apt,2,1.0,1,1,110.00
0,1,1,Central Area,98112,House,Entire home/apt,2,1.0,1,1,210.00
0,1,0,Central Area,98112,House,Entire home/apt,4,1.0,1,2,155.00
1,1,1,Central Area,98112,House,Entire home/apt,4,1.0,2,2,168.00
0,1,1,Central Area,98112,Apartment,Entire home/apt,2,1.0,0,1,62.00
1,1,1,Central Area,98112,Apartment,Entire home/apt,2,1.0,0,1,80.00
0,1,1,Central Area,98112,Apartment,Entire home/apt,2,1.0,1,1,105.00
0,1,1,Central Area,98112,House,Private room,4,1.0,1,2,50.00
0,1,0,Central Area,98122,House,Private room,2,1.0,1,1,70.00
1,1,1,Central Area,98112,House,Private room,1,1.0,1,1,165.00
1,1,0,Central Area,98112,House,Entire home/apt,2,1.0,1,1,79.00
1,1,1,Central Area,98122,Apartment,Entire home/apt,2,1.0,0,1,95.00
0,1,1,Central Area,98122,House,Entire home/apt,2,1.0,1,1,90.00
0,1,0,Central Area,98122,House,Entire home/apt,8,2.5,3,3,380.00
0,1,1,Central Area,98122,House,Entire home/apt,8,3.0,4,4,225.00
0,1,1,Central Area,98122,House,Private room,2,1.0,1,1,60.00
0,1,1,Central Area,98122,Condominium,Entire home/apt,2,1.0,1,1,100.00
0,1,1,Central Area,98122,House,Entire home/apt,5,2.5,2,2,157.00
1,1,1,Central Area,98122,House,Private room,2,1.0,1,1,110.00
0,1,1,Central Area,98122,Apartment,Entire home/apt,3,1.0,1,1,150.00
1,1,1,Central Area,98122,Townhouse,Entire home/apt,6,3.5,3,3,203.00
1,1,1,Central Area,98122,House,Entire home/apt,5,1.0,1,2,145.00
0,1,1,Central Area,98122,House,Entire home/apt,3,1.0,1,1,85.00
1,1,1,Central Area,98144,Apartment,Entire home/apt,4,1.0,1,2,79.00
0,1,0,Central Area,98122,Apartment,Shared room,1,1.0,1,1,40.00
0,1,1,Central Area,98122,House,Private room,2,1.0,1,1,49.00
0,1,1,Central Area,98122,Cabin,Private room,4,1.0,1,2,56.00
1,1,1,Central Area,98122,House,Entire home/apt,7,2.5,3,4,330.00
0,1,1,Central Area,98122,Apartment,Entire home/apt,4,1.0,2,2,150.00
1,1,1,Central Area,98122,House,Entire home/apt,8,3.0,4,4,350.00
0,1,1,Central Area,98122,Townhouse,Entire home/apt,4,1.5,2,2,145.00
0,1,1,Central Area,98122,House,Private room,2,1.0,1,1,67.00
0,1,1,Central Area,98122,House,Private room,3,2.0,1,1,69.00
0,1,1,Central Area,98122,Cabin,Private room,2,1.0,1,1,52.00
1,1,1,Central Area,98122,House,Private room,2,1.0,1,1,75.00
0,1,0,Central Area,98122,Apartment,Private room,2,1.5,1,1,90.00
1,1,1,Central Area,98122,House,Private room,2,1.0,1,1,130.00
0,1,1,Central Area,98122,House,Private room,2,1.0,1,1,65.00
0,1,1,Central Area,98122,Apartment,Entire home/apt,2,1.0,1,1,155.00
0,1,1,Central Area,98122,Apartment,Shared room,2,1.0,1,1,79.00
0,1,1,Central Area,98122,Apartment,Shared room,3,1.0,1,1,60.00
0,1,1,Central Area,98122,Apartment,Entire home/apt,4,1.0,2,1,115.00
0,1,1,Central Area,98122,House,Private room,2,1.0,1,1,60.00
0,1,1,Central Area,98122,House,Private room,2,1.0,1,1,70.00
0,1,1,Central Area,98122,Apartment,Private room,2,1.0,1,1,80.00
0,1,1,Central Area,98122,House,Private room,3,2.0,1,2,70.00
0,1,1,Central Area,98122,House,Private room,1,2.0,1,1,55.00
1,1,1,Central Area,98122,House,Private room,2,1.5,1,1,72.00
0,1,1,Central Area,"99
98122",House,Private room,2,1.0,1,1,67.00
0,1,1,Central Area,98122,House,Private room,2,1.0,1,1,58.00
1,1,1,Central Area,98122,House,Private room,2,1.5,1,1,70.00
0,1,1,Central Area,98122,Apartment,Entire home/apt,2,1.0,1,1,81.00
1,1,1,Central Area,98122,House,Private room,2,1.5,1,1,58.00
1,1,1,Central Area,98122,House,Private room,2,2.0,1,1,58.00
1,1,1,Central Area,98122,House,Private room,1,1.0,1,1,100.00
1,1,1,Central Area,98122,Loft,Entire home/apt,2,1.0,0,1,110.00
0,1,1,Central Area,98122,Townhouse,Private room,2,1.0,1,1,75.00
0,1,1,Central Area,98122,House,Entire home/apt,2,1.0,0,1,124.00
0,1,1,Central Area,98122,Apartment,Entire home/apt,4,1.0,1,2,150.00
0,1,1,Central Area,98122,House,Private room,2,2.0,1,1,65.00
0,1,1,Central Area,98122,House,Entire home/apt,6,2.0,2,2,225.00
0,1,1,Central Area,98122,House,Private room,2,1.0,1,1,70.00
0,1,1,Central Area,98122,Apartment,Entire home/apt,2,1.0,1,1,105.00
0,1,1,Central Area,98122,House,Entire home/apt,4,2.0,2,2,158.00
1,1,1,Central Area,98122,Townhouse,Private room,2,1.0,1,1,69.00
0,1,1,Central Area,98122,Apartment,Entire home/apt,2,1.0,1,1,80.00
0,1,0,Central Area,98122,Apartment,Private room,2,1.0,1,2,99.00
1,1,1,Central Area,98122,House,Entire home/apt,6,1.0,2,3,165.00
0,1,1,Central Area,98122,Bungalow,Entire home/apt,2,1.0,0,1,70.00
0,1,1,Central Area,98122,House,Private room,4,1.0,1,2,118.00
0,1,1,Central Area,98122,Apartment,Entire home/apt,2,1.0,1,3,100.00
0,1,1,Central Area,98122,House,Private room,2,1.0,1,1,90.00
0,1,1,Central Area,98122,Apartment,Entire home/apt,2,1.0,1,1,81.00
0,1,1,Central Area,98122,Apartment,Entire home/apt,3,1.0,1,1,70.00
1,1,1,Central Area,98122,House,Private room,2,1.0,1,1,69.00
0,1,1,Central Area,98122,House,Entire home/apt,4,1.0,1,2,90.00
0,1,0,Central Area,98122,House,Private room,1,1.0,1,1,75.00
1,1,1,Central Area,98122,House,Private room,2,2.0,1,1,70.00
0,1,1,Central Area,98122,Apartment,Entire home/apt,2,1.0,1,1,179.00
1,1,1,Central Area,98122,House,Private room,2,1.0,1,1,105.00
0,1,1,Central Area,98122,Townhouse,Entire home/apt,4,2.0,1,1,110.00
0,1,1,Central Area,98122,Apartment,Entire home/apt,4,1.0,2,2,150.00
0,1,0,Central Area,98122,Apartment,Entire home/apt,2,1.0,0,1,75.00
0,1,1,Central Area,98122,House,Entire home/apt,2,1.0,0,1,75.00
1,1,1,Central Area,98122,House,Private room,2,3.0,1,1,111.00
1,1,1,Central Area,98122,House,Private room,2,1.0,1,2,108.00
1,1,1,Central Area,98122,Apartment,Private room,2,1.0,1,1,82.00
0,1,0,Central Area,98122,House,Entire home/apt,6,1.0,2,3,115.00
0,1,1,Central Area,98122,House,Entire home/apt,4,1.0,2,2,220.00
0,1,1,Central Area,98122,House,Entire home/apt,6,1.0,3,4,114.00
1,1,1,Central Area,98122,House,Private room,2,1.0,1,1,59.00
0,1,1,Central Area,98122,House,Private room,1,1.5,1,1,54.00
0,1,0,Central Area,98122,Apartment,Private room,2,1.0,1,1,75.00
1,1,1,Central Area,98122,Townhouse,Private room,2,1.0,1,1,90.00
0,1,1,Central Area,98122,Townhouse,Entire home/apt,4,0.5,1,1,95.00
0,1,1,Central Area,98122,House,Entire home/apt,6,2.0,2,2,160.00
0,1,1,Central Area,98122,Apartment,Entire home/apt,4,1.0,2,2,175.00
0,1,1,Central Area,98122,Apartment,Private room,1,1.0,1,1,37.00
0,1,1,Central Area,98122,Apartment,Entire home/apt,3,2.0,2,2,199.00
0,1,1,Central Area,98122,Apartment,Entire home/apt,4,1.0,2,2,200.00
0,1,1,Central Area,98122,House,Entire home/apt,8,1.0,3,3,175.00
1,1,1,Central Area,98122,Apartment,Entire home/apt,4,1.0,1,1,120.00
0,1,0,Central Area,98122,House,Entire home/apt,4,1.0,2,2,160.00
0,1,0,Central Area,98122,Apartment,Private room,4,2.0,1,1,125.00
0,1,1,Central Area,98122,Apartment,Entire home/apt,4,1.0,2,2,150.00
0,1,1,Central Area,98122,Apartment,Entire home/apt,4,1.0,2,2,175.00
0,1,0,Central Area,98122,Condominium,Entire home/apt,3,1.0,1,2,100.00
0,1,1,Central Area,98122,Apartment,Entire home/apt,2,1.0,1,1,90.00
0,1,1,Central Area,98122,House,Private room,2,1.0,1,1,95.00
1,1,0,Central Area,98122,House,Private room,2,1.0,1,1,92.00
0,1,1,Central Area,98122,House,Private room,3,1.0,1,2,90.00
1,1,1,Central Area,98122,House,Private room,1,1.0,1,1,79.00
1,1,1,Central Area,98122,House,Private room,2,1.5,1,1,72.00
0,1,1,Central Area,98122,Apartment,Entire home/apt,6,1.0,2,2,115.00
0,1,0,Central Area,98122,House,Entire home/apt,8,3.5,4,5,270.00
0,1,1,Central Area,98122,House,Private room,2,1.0,1,2,65.00
0,1,1,Central Area,98122,House,Entire home/apt,10,3.5,4,6,300.00
1,1,1,Central Area,98122,Townhouse,Entire home/apt,6,1.5,2,3,122.00
1,1,1,Central Area,98122,House,Private room,2,3.0,1,1,87.00
0,1,1,Central Area,98122,House,Entire home/apt,6,1.5,3,5,200.00
0,1,1,Central Area,98122,House,Entire home/apt,3,1.0,1,1,156.00
1,1,1,Central Area,98122,House,Private room,1,1.0,1,1,90.00
1,1,1,Central Area,98122,Townhouse,Entire home/apt,8,3.5,3,5,325.00
0,1,1,Central Area,98122,House,Entire home/apt,3,1.0,1,1,115.00
1,1,1,Central Area,98122,Loft,Entire home/apt,10,2.5,2,8,425.00
0,1,1,Central Area,98122,House,Entire home/apt,2,1.0,1,1,119.00
1,1,1,Central Area,98122,House,Entire home/apt,6,2.5,3,4,220.00
0,1,1,Central Area,98122,Townhouse,Private room,4,1.0,1,1,85.00
0,1,1,Central Area,98122,House,Entire home/apt,4,1.0,2,2,100.00
0,1,1,Central Area,98122,House,Entire home/apt,4,1.0,1,1,99.00
0,1,1,Central Area,98122,House,Private room,4,1.5,1,1,120.00
0,1,0,Central Area,98122,Apartment,Entire home/apt,2,1.0,0,1,150.00
0,1,1,Central Area,98122,Apartment,Private room,2,1.0,1,1,75.00
1,1,1,Central Area,98122,House,Private room,2,1.0,1,1,90.00
1,1,1,Central Area,98122,Apartment,Entire home/apt,3,1.0,1,2,125.00
0,1,1,Central Area,98122,House,Private room,2,1.0,1,1,90.00
0,1,1,Central Area,98122,Apartment,Entire home/apt,2,2.0,1,1,200.00
1,1,1,Central Area,98122,House,Entire home/apt,4,1.5,1,2,200.00
0,1,1,Central Area,98122,House,Entire home/apt,6,3.5,4,4,287.00
0,1,1,Central Area,98122,Apartment,Entire home/apt,2,1.0,0,1,90.00
1,1,1,Central Area,98122,Apartment,Entire home/apt,5,1.0,1,1,90.00
1,1,1,Central Area,98122,Apartment,Entire home/apt,4,1.0,1,3,150.00
0,1,1,Central Area,98122,House,Entire home/apt,2,1.0,1,1,119.00
0,1,1,Central Area,98122,House,Entire home/apt,5,2.5,2,3,150.00
1,1,0,Central Area,98122,Apartment,Entire home/apt,2,1.0,1,1,170.00
0,1,1,Central Area,98122,House,Entire home/apt,4,1.0,2,3,150.00
0,1,1,Central Area,98144,House,Entire home/apt,5,3.0,3,5,279.00
0,1,0,Central Area,98144,Townhouse,Private room,2,1.0,1,1,55.00
0,1,1,Central Area,98122,Apartment,Entire home/apt,4,1.0,1,2,125.00
0,1,0,Central Area,98144,House,Entire home/apt,4,1.0,1,3,129.00
1,1,1,Central Area,98144,House,Private room,2,1.0,1,1,90.00
0,1,1,Central Area,98122,House,Entire home/apt,6,2.0,3,5,199.00
1,1,1,Central Area,98122,House,Private room,2,1.0,1,1,65.00
0,1,0,Central Area,98144,House,Entire home/apt,6,2.0,2,2,200.00
0,1,1,Central Area,98144,Apartment,Entire home/apt,3,1.0,1,1,92.00
0,1,1,Central Area,98144,House,Entire home/apt,7,2.5,3,3,257.00
1,1,1,Central Area,98122,Loft,Entire home/apt,2,1.0,0,1,79.00
0,1,0,Central Area,98144,House,Entire home/apt,6,1.5,3,3,200.00
1,1,1,Central Area,98144,House,Private room,2,1.0,1,1,80.00
0,1,1,Central Area,98122,Apartment,Entire home/apt,2,1.0,1,1,85.00
1,1,0,Central Area,98144,House,Private room,3,1.5,1,1,65.00
0,1,1,Central Area,98144,House,Entire home/apt,4,1.0,2,2,105.00
1,1,1,Central Area,98122,House,Private room,2,2.0,1,1,59.00
1,1,0,Central Area,98144,House,Private room,3,1.5,1,1,59.00
0,1,0,Central Area,98144,Townhouse,Private room,2,1.5,1,1,75.00
0,1,1,Central Area,98144,House,Private room,2,1.5,1,1,56.00
0,1,0,Central Area,98144,House,Private room,3,1.0,1,1,100.00
0,1,1,Central Area,98122,Apartment,Entire home/apt,2,1.0,1,1,85.00
0,1,0,Central Area,98144,House,Entire home/apt,8,2.5,3,4,135.00
1,1,1,Central Area,98122,House,Entire home/apt,6,2.0,3,3,200.00
0,1,1,Central Area,98144,House,Entire home/apt,8,2.5,3,3,163.00
0,1,1,Central Area,98144,House,Private room,2,1.0,1,1,83.00
0,1,0,Central Area,98144,Townhouse,Entire home/apt,5,3.5,3,3,210.00
0,1,0,Central Area,98122,Apartment,Private room,2,1.0,1,1,59.00
0,1,1,Central Area,98144,House,Entire home/apt,6,1.5,2,3,135.00
0,1,0,Central Area,98144,Townhouse,Private room,2,1.5,1,1,75.00
1,1,1,Central Area,98122,Apartment,Private room,2,1.0,1,1,109.00
1,1,1,Central Area,,House,Private room,2,2.0,1,1,55.00
0,1,0,Central Area,98122,House,Entire home/apt,8,3.5,5,5,500.00
0,1,1,Central Area,98144,Townhouse,Private room,1,1.0,1,1,55.00
0,1,0,Central Area,98122,House,Entire home/apt,8,3.5,5,5,400.00
0,1,0,Central Area,98144,House,Entire home/apt,4,2.5,2,2,105.00
0,1,1,Central Area,98122,Apartment,Private room,2,1.0,1,1,39.00
0,1,1,Central Area,98144,Apartment,Private room,2,1.0,1,2,50.00
0,1,1,Central Area,98144,House,Entire home/apt,4,1.0,2,2,129.00
1,1,1,Central Area,98122,House,Private room,1,2.0,1,1,44.00
1,1,1,Central Area,98122,House,Entire home/apt,12,3.5,5,8,350.00
1,1,1,Central Area,98144,House,Entire home/apt,10,3.5,3,3,300.00
0,1,1,Central Area,98144,House,Private room,2,1.0,1,1,53.00
0,1,0,Central Area,98144,Townhouse,Private room,2,1.0,1,1,60.00
1,1,1,Central Area,98144,House,Entire home/apt,10,3.5,3,3,285.00
0,1,0,Central Area,98122,House,Entire home/apt,4,1.0,2,3,210.00
1,1,1,Central Area,98144,Apartment,Entire home/apt,5,1.0,1,3,159.00
1,1,0,Central Area,98122,House,Entire home/apt,5,1.0,3,3,225.00
0,1,1,Central Area,98122,House,Entire home/apt,3,1.0,1,1,66.00
0,1,1,Central Area,98144,House,Entire home/apt,4,1.0,1,1,80.00
1,1,1,Central Area,98144,Apartment,Entire home/apt,3,1.0,1,1,79.00
0,1,0,Central Area,98144,House,Private room,2,2.0,1,1,120.00
1,1,1,Central Area,98122,House,Private room,2,2.0,1,1,49.00
0,1,1,Central Area,98144,House,Entire home/apt,4,1.0,1,2,122.00
0,1,0,Central Area,98144,Apartment,Entire home/apt,2,1.0,0,1,90.00
1,1,1,Central Area,98144,House,Entire home/apt,6,2.5,2,4,196.00
0,1,0,Central Area,98144,Townhouse,Entire home/apt,2,1.0,1,1,115.00
0,0,0,Central Area,98144,Apartment,Entire home/apt,4,1.0,1,3,150.00
1,1,1,Central Area,98144,House,Entire home/apt,4,1.5,2,2,125.00
0,1,1,Central Area,98144,Townhouse,Entire home/apt,6,2.0,3,3,175.00
0,1,0,Central Area,98144,House,Private room,2,1.5,1,2,60.00
0,1,1,Central Area,98144,Bungalow,Private room,2,1.5,1,1,70.00
0,1,0,Central Area,98144,Condominium,Entire home/apt,4,2.0,3,2,175.00
0,1,1,Central Area,98144,Loft,Entire home/apt,2,1.0,1,2,100.00
0,1,1,Central Area,98144,House,Private room,2,2.0,1,1,69.00
1,1,1,Central Area,98144,House,Private room,2,1.0,1,1,69.00
0,1,0,Central Area,98144,Apartment,Private room,2,1.0,1,1,35.00
0,1,1,Central Area,98144,House,Entire home/apt,4,1.0,3,2,140.00
0,1,1,Central Area,98144,House,Private room,2,1.0,1,1,68.00
0,1,1,Central Area,98144,Apartment,Private room,2,1.5,1,1,55.00
0,1,1,Central Area,98144,House,Entire home/apt,4,1.5,1,1,100.00
0,1,0,Central Area,98144,Apartment,Entire home/apt,2,1.0,0,1,70.00
0,1,1,Central Area,98144,House,Private room,2,1.5,1,1,90.00
0,1,1,Central Area,98122,House,Entire home/apt,6,2.5,2,3,275.00
0,1,1,Central Area,98144,Apartment,Private room,2,1.0,1,1,60.00
0,1,1,Central Area,98144,Apartment,Entire home/apt,4,1.5,2,2,125.00
0,1,0,Central Area,98144,Apartment,Entire home/apt,4,1.0,1,2,100.00
0,1,1,Central Area,98144,Apartment,Entire home/apt,2,1.0,0,1,115.00
1,1,1,Central Area,98144,House,Entire home/apt,2,1.0,1,1,90.00
0,1,1,Central Area,98144,House,Entire home/apt,4,2.0,2,3,90.00
0,1,1,Central Area,98144,House,Entire home/apt,6,2.5,3,3,250.00
0,1,1,Central Area,98144,Apartment,Entire home/apt,4,1.0,1,2,119.00
1,1,1,Central Area,98144,Cabin,Entire home/apt,4,1.0,0,2,95.00
0,1,1,Central Area,98144,House,Entire home/apt,7,3.5,3,3,218.00
0,1,1,Central Area,98144,Apartment,Entire home/apt,3,1.0,1,1,120.00
0,1,1,Central Area,98144,House,Entire home/apt,2,1.0,0,1,64.00
1,1,1,Central Area,98144,House,Private room,2,1.0,1,1,80.00
1,1,1,Central Area,98144,Loft,Entire home/apt,4,1.0,0,2,170.00
0,1,1,Central Area,98144,House,Entire home/apt,4,2.0,3,2,168.00
1,1,1,Central Area,98144,Apartment,Private room,2,1.0,1,1,60.00
0,1,1,Central Area,98144,Apartment,Entire home/apt,3,1.0,0,2,85.00
1,1,1,Central Area,98144,House,Private room,2,1.0,1,1,70.00
0,1,1,Central Area,98144,House,Entire home/apt,4,1.0,2,3,115.00
0,1,1,Central Area,98144,Apartment,Private room,4,1.0,1,1,90.00
0,1,0,Central Area,98144,Townhouse,Private room,2,1.5,1,1,125.00
1,1,1,Central Area,98144,Apartment,Entire home/apt,2,1.0,1,1,80.00
0,1,1,Central Area,98122,Apartment,Entire home/apt,3,1.0,0,2,90.00
0,1,1,Central Area,98122,Townhouse,Entire home/apt,4,2.0,2,2,149.00
0,1,0,Central Area,98144,House,Entire home/apt,8,3.0,3,3,250.00
1,1,1,Central Area,98144,House,Private room,4,1.0,1,2,69.00
0,1,1,Central Area,98144,Condominium,Private room,2,1.0,1,1,65.00
0,1,0,Central Area,98144,House,Private room,2,0.5,1,1,40.00
0,1,0,Central Area,98144,House,Private room,2,1.5,1,1,60.00
0,1,1,Central Area,98122,House,Entire home/apt,4,2.0,2,2,149.00
0,1,1,Central Area,98144,Apartment,Entire home/apt,2,1.0,1,1,115.00
0,1,1,Central Area,98144,House,Entire home/apt,6,1.0,1,3,79.00
0,1,1,Downtown,98101,Apartment,Entire home/apt,2,1.0,0,1,129.00
0,1,1,Downtown,98101,Apartment,Entire home/apt,2,1.0,0,1,100.00
0,1,1,Downtown,98101,Apartment,Entire home/apt,2,1.0,1,2,76.00
1,1,1,Downtown,98101,Condominium,Private room,2,2.0,1,1,95.00
0,1,1,Downtown,98121,Apartment,Entire home/apt,4,1.0,1,2,100.00
0,1,1,Downtown,98101,Apartment,Entire home/apt,6,2.0,2,3,137.00
0,1,1,Downtown,98101,Dorm,Shared room,8,0.0,1,8,38.00
1,1,1,Downtown,98121,Apartment,Entire home/apt,4,2.5,2,2,557.00
1,1,1,Downtown,98101,Apartment,Entire home/apt,6,1.0,1,3,160.00
0,1,1,Downtown,98101,Apartment,Entire home/apt,2,1.0,0,1,179.00
0,1,1,Downtown,98101,Dorm,Shared room,8,8.0,1,8,41.00
0,1,1,Downtown,98101,Condominium,Entire home/apt,4,1.0,1,2,97.00
0,1,1,Downtown,98101,Apartment,Entire home/apt,3,1.0,0,1,99.00
0,1,1,Downtown,98101,Apartment,Entire home/apt,2,1.0,0,1,149.00
1,1,1,Downtown,98101,Apartment,Entire home/apt,3,1.0,1,1,199.00
0,1,1,Downtown,98101,Apartment,Entire home/apt,3,1.0,1,1,157.00
0,1,1,Downtown,98121,Apartment,Entire home/apt,4,1.0,0,2,170.00
0,1,1,Downtown,98101,Apartment,Entire home/apt,4,1.0,1,2,85.00
1,1,1,Downtown,98101,Apartment,Entire home/apt,4,2.0,2,2,299.00
0,1,1,Downtown,98101,Apartment,Entire home/apt,2,1.0,1,1,95.00
0,1,1,Downtown,98101,Apartment,Entire home/apt,4,1.0,1,2,99.00
0,1,1,Downtown,98101,Apartment,Entire home/apt,3,1.0,1,2,165.00
0,1,1,Downtown,98101,Apartment,Entire home/apt,4,1.0,0,2,114.00
0,1,1,Downtown,98101,Apartment,Entire home/apt,5,2.0,2,2,311.00
0,1,1,Downtown,98101,Apartment,Entire home/apt,2,1.0,0,1,160.00
0,1,1,Downtown,98101,Apartment,Entire home/apt,3,1.0,0,2,100.00
0,1,0,Downtown,98101,Apartment,Entire home/apt,3,1.0,1,1,150.00
0,1,1,Downtown,98101,Condominium,Entire home/apt,4,2.0,1,2,357.00
1,1,0,Cascade,98102,House,Entire home/apt,3,1.0,1,2,135.00
1,1,1,Cascade,98102,Apartment,Entire home/apt,4,1.0,2,2,110.00
0,1,1,Cascade,98102,House,Entire home/apt,4,1.0,1,1,75.00
1,1,1,Cascade,98102,Apartment,Entire home/apt,2,1.0,1,1,138.00
0,1,1,Cascade,98102,Apartment,Entire home/apt,2,1.0,1,1,129.00
0,1,1,Cascade,98102,Apartment,Entire home/apt,2,1.0,1,1,120.00
1,1,1,Cascade,98102,Apartment,Entire home/apt,4,1.0,1,1,95.00
0,1,1,Cascade,98102,Apartment,Entire home/apt,2,1.0,1,1,140.00
0,1,1,Cascade,98102,Apartment,Entire home/apt,2,1.0,1,1,95.00
0,1,1,Cascade,98102,Apartment,Entire home/apt,3,1.0,1,1,91.00
0,1,1,Cascade,98102,House,Entire home/apt,3,1.0,1,2,135.00
1,1,1,Cascade,98102,Apartment,Entire home/apt,4,1.0,1,1,95.00
1,1,1,Cascade,98102,Apartment,Entire home/apt,3,1.0,1,1,140.00
1,1,1,Cascade,98102,Apartment,Entire home/apt,4,1.0,2,2,125.00
0,1,0,Cascade,98102,Condominium,Entire home/apt,3,1.0,1,1,150.00
1,1,1,Cascade,98102,Condominium,Entire home/apt,4,1.5,2,3,129.00
0,1,1,Cascade,98102,Apartment,Shared room,1,1.0,1,1,50.00
0,1,1,Cascade,98102,Apartment,Entire home/apt,4,1.0,1,2,85.00
1,1,1,Cascade,98102,Apartment,Entire home/apt,2,1.0,0,1,82.00
0,1,1,Cascade,98102,Apartment,Private room,2,1.0,1,1,103.00
0,1,1,Cascade,98102,House,Private room,2,1.0,1,1,59.00
0,1,1,Cascade,98102,Apartment,Entire home/apt,4,1.0,1,1,150.00
1,1,1,Cascade,98102,Apartment,Entire home/apt,2,1.0,1,1,115.00
0,1,1,Cascade,98102,Apartment,Private room,2,1.0,1,1,100.00
